horizon,outer_held_out_season,alpha,inner_rmse,inner_mae,inner_r_squared,selected_alpha
1,12-13,17.78279410038923,5474144.2522633085,3833195.7171692625,0.934016366116387,False
1,12-13,31.622776601683793,5468171.70709103,3829215.7640402676,0.9341602699780656,False
1,12-13,56.23413251903491,5464873.216915175,3828338.074098799,0.9342396772145369,False
1,12-13,100.0,5463067.714245344,3828683.280166907,0.9342831222572199,False
1,12-13,177.82794100389228,5462075.522680792,3828880.5140525647,0.9343069908285314,False
1,12-13,316.22776601683796,5461526.496845841,3828992.4051222266,0.9343201965582575,False
1,12-13,562.341325190349,5461220.8992526205,3829055.6331564784,0.9343275465283868,False
1,12-13,1000.0,5461050.10336749,3829091.2854261287,0.9343316541847628,False
1,12-13,1778.2794100389228,5460954.4023314,3829111.364578875,0.9343339557471173,False
1,12-13,3162.2776601683795,5460900.696663821,3829122.6655093245,0.9343352473240626,False
1,12-13,5623.413251903491,5460870.531206468,3829129.0235188897,0.9343359727728248,False
