horizon,held_out_season,training_seasons,training_observations,test_observations,weather_predictor_count,weather_max_rank_after_centering,weather_rank,weather_full_column_rank,weather_condition_number,augmented_design_columns,augmented_design_rank,augmented_design_full_column_rank,augmented_design_condition_number,fold_rmse,fold_mae,fold_r_squared,weather_singular_value_1,weather_singular_value_2,weather_singular_value_3,weather_singular_value_4,weather_singular_value_5,weather_singular_value_6,weather_singular_value_7,weather_singular_value_8,weather_singular_value_9
4,19-20,15,45,3,9,9,9,True,9.79061210596912,12,12,True,9.79061210596912,10305063.355987506,9331077.062161505,0.982248500348926,8.863999872575977,4.365994484626456,3.616085622909811,2.9281206971814897,2.6112847016174023,1.9072833295821845,1.8031354650096303,1.0909289396236583,0.9053570682441595
4,20-21,15,45,3,9,9,9,True,11.624504372280404,12,12,True,11.624504372280398,15325030.83876622,15054618.107128182,0.9668930572579163,8.869716704162366,4.223452368254653,3.640463784375783,2.8802841896271527,2.4940931238663824,2.2457561466046205,1.8920429565833012,1.2311037767457393,0.7630189141924143
4,21-22,15,45,3,9,9,9,True,9.836376401807325,12,12,True,9.83637640180732,23725251.116628118,17501117.264980543,0.8967997945170517,8.594338900512517,4.61509899994075,3.6290157268381518,2.9650730044131692,2.6408659979768796,2.1789013259433174,1.9057481192708634,1.3265453222260464,0.8737301776021302
4,22-23,15,45,3,9,9,9,True,9.73279156436905,12,12,True,9.732791564369055,14428603.290580107,14032849.950098356,0.9582558776794826,8.80798329855145,4.607798865030111,3.5770511539155194,2.815296883288276,2.58363761063618,2.176377953112159,1.3089693075741775,1.2337885925869148,0.9049801632243676
4,23-24,15,45,3,9,9,9,True,9.420908470173945,12,12,True,9.42090847017395,14128482.774217976,10246989.152150959,0.9651154014508458,8.558872151307806,4.672847608128118,3.6269830205055578,2.956677635957723,2.6693083103098925,2.262465913736856,1.8397682703625589,1.2486714232303406,0.908497538045795
4,24-25,15,45,3,9,9,9,True,10.561794849131635,12,12,True,10.561794849131628,32347155.213317893,29669694.733482853,0.8410727326512797,7.520302198585547,5.2682070595998685,4.059832403603341,3.754466067534298,2.76207985043575,2.3652963861920893,2.0180037417948324,1.519788933120608,0.7120288081721118
4,25-26,15,45,3,9,9,9,True,10.503663548425495,12,12,True,10.50366354842548,13755556.486110436,13048976.90164111,0.9669123749794378,8.623540073261337,4.74971772725358,3.5343432462859052,2.8994055550980766,2.6731796524911875,2.201509646708897,1.5992123505036318,1.3973342443262537,0.8210030751179203
5,10-11,15,30,2,9,9,9,True,11.075347805740288,11,11,True,11.075347805740293,21967908.85446577,19630300.72156273,0.8923332302687184,8.71267357147067,4.705339122739492,3.5147146590988596,3.004685601693352,2.6711565866181255,1.986003240000586,1.5015515284940433,1.2708072217951634,0.7866726828167819
5,11-12,15,30,2,9,9,9,True,12.278651560846598,11,11,True,12.278651560846601,9271601.2245521,7922547.181865536,0.9777950958702523,8.651785763094063,4.69986344978842,3.4702744535967973,2.9964584246634023,2.5954514735976746,2.2687463540084747,1.6956738570783656,1.3345190070691728,0.7046201873406311
5,12-13,15,30,2,9,9,9,True,10.182790648116617,11,11,True,10.18279064811662,40302925.14673341,40053161.966666676,-2.998592463194447,8.873483159459616,4.494388919114746,3.434704120138912,2.9416822739270057,2.4442072826419534,2.184918599593215,1.7471913877234777,1.0251875487573845,0.871419580947668
5,13-14,15,30,2,9,9,9,True,13.293263577151725,11,11,True,13.29326357715174,33982198.871853985,28722235.992379695,0.3021454474383166,8.890238666547475,4.360782720447962,3.6006270591701703,2.857754665404158,2.3015530960115345,2.2033054452200256,1.8704666691964582,1.3108557570739872,0.6687777320407527
5,14-15,15,30,2,9,9,9,True,9.753127233692776,11,11,True,9.753127233692782,6318080.298606221,5251125.1487969905,0.98927172301115,8.94469854597708,4.138431473272688,3.6227788882490284,2.751471656854611,2.620454423978235,2.1039499220029816,1.8559484936623332,1.2615886712473845,0.9171108231908499
5,15-16,15,30,2,9,9,9,True,9.830660730100366,11,11,True,9.830660730100364,21756004.764554363,17396201.966666676,0.723787427067615,8.81463273883194,4.536349560616831,3.6235949410190638,2.9020356026014915,2.314155204005847,2.01301005541142,1.8265647893143107,1.2742420461145998,0.8966470292116313
5,16-17,15,30,2,9,9,9,True,12.002755586326451,11,11,True,12.00275558632646,15724938.792418838,15713727.174690843,0.9271523605641998,8.840940745436903,4.534595129938553,3.654383448649219,2.779552439963697,2.5832531977460214,2.0358193053898495,1.6920191808414649,0.9856740150638065,0.7365759205751478
5,17-18,15,30,2,9,9,9,True,10.006209609769247,11,11,True,10.006209609769243,7323306.057553995,6618187.105247319,0.9821186252315306,8.67964661551355,4.579652591632909,3.6238342851344334,2.829065933354334,2.606774794082831,2.2025989672820185,1.8663241913597985,1.2932195701214098,0.8674260238401813
5,18-19,15,30,2,9,9,9,True,9.711009528067542,11,11,True,9.711009528067546,20201106.20782191,14892594.468343914,0.9178963741370001,8.781420034858765,4.568543770824202,3.3655026219689255,2.900075317818158,2.631719855342802,2.2090127477854833,1.8623176672775772,1.089219321376781,0.9042746801429858
5,19-20,15,30,2,9,9,9,True,9.79061210596912,11,11,True,9.790612105969124,12611155.107453283,10326404.744806632,0.9617613152268328,8.863999872575977,4.365994484626456,3.616085622909811,2.9281206971814897,2.6112847016174023,1.9072833295821845,1.8031354650096303,1.0909289396236583,0.9053570682441595
5,20-21,15,30,2,9,9,9,True,11.624504372280404,11,11,True,11.624504372280404,17329097.24509735,17269414.566666633,0.9450050694168574,8.869716704162366,4.223452368254653,3.640463784375783,2.8802841896271527,2.4940931238663824,2.2457561466046205,1.8920429565833012,1.2311037767457393,0.7630189141924143
5,21-22,15,30,2,9,9,9,True,9.836376401807325,11,11,True,9.836376401807334,32547418.010069873,23230896.16666665,0.8323221518340315,8.594338900512517,4.61509899994075,3.6290157268381518,2.9650730044131692,2.6408659979768796,2.1789013259433174,1.9057481192708634,1.3265453222260464,0.8737301776021302
5,22-23,15,30,2,9,9,9,True,9.73279156436905,11,11,True,9.732791564369048,18590181.558286153,18368953.375449836,0.8858539172984428,8.80798329855145,4.607798865030111,3.5770511539155194,2.815296883288276,2.58363761063618,2.176377953112159,1.3089693075741775,1.2337885925869148,0.9049801632243676
5,23-24,15,30,2,9,9,9,True,9.420908470173945,11,11,True,9.420908470173961,20606039.948066685,15786024.060393706,0.7929782740549585,8.558872151307806,4.672847608128118,3.6269830205055578,2.956677635957723,2.6693083103098925,2.262465913736856,1.8397682703625589,1.2486714232303406,0.908497538045795
5,24-25,15,30,2,9,9,9,True,10.561794849131635,11,11,True,10.561794849131608,37724781.61131132,35328747.31266409,0.7104549996809022,7.520302198585547,5.2682070595998685,4.059832403603341,3.754466067534298,2.76207985043575,2.3652963861920893,2.0180037417948324,1.519788933120608,0.7120288081721118
5,25-26,15,30,2,9,9,9,True,10.503663548425495,11,11,True,10.503663548425486,18810030.233528256,18754342.591771886,0.8985666926204452,8.623540073261337,4.74971772725358,3.5343432462859052,2.8994055550980766,2.6731796524911875,2.201509646708897,1.5992123505036318,1.3973342443262537,0.8210030751179203
